qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
390;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Neutral;Neutral;Neutral;Strongly Agree;3;No;No;No;No;No;Yes;No;No;No;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Disagree;Agree;Strongly Disagree;6;5000;10000;7000;37;Single; ;Some college;Asian;$65,000 - $80,000;Male
391;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;6;No;No;Yes;No;No;No;No;No;No;Strongly Agree;Neutral;Neutral;Strongly Agree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Disagree;4;5000;11000;9000;32;Single; ;Less than high school;Caucasian;$35,000 - $50,000;Male
392;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;Yes;Yes;No;No;No;No;Neutral;Neutral;Agree;Neutral;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;11;1000;10000;7000;41;Single; ;Graduate degree;Caucasian;$35,000 - $50,000;Male
393;Yes;Often;Agree;Agree;Agree;Agree;Disagree;Disagree;Strongly Disagree;Agree;8;No;Yes;No;Yes;Yes;No;No;No;Yes;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Neutral;Agree;1;16000;21000;19000;33;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
394;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Strongly Disagree;Disagree;Agree;Strongly Agree;5;No;No;No;No;Yes;No;No;No;No;Agree;Agree;Neutral;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Neutral;Agree;Strongly Disagree;Strongly Agree;Neutral;Disagree;5;9000;14000;12000;47;Married;2;Less than high school;Caucasian;$50,000 - $65,000;Male
395;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;9;No;No;No;Yes;Yes;No;No;Yes;No;Agree;Strongly Agree;Agree;Disagree;Strongly Agree;Strongly Agree;No; ; ;Strongly Disagree;Neutral;Strongly Disagree;Disagree;Agree;Strongly Disagree;6;9000;16000;14000;31;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
396;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Neutral;Neutral;Strongly Disagree;Neutral;4;No;No;No;Yes;Yes;Yes;No;No;No;Neutral;Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;Much better;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Disagree;8;8000;13000;10000;27;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
397;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;4;No;No;No;No;Yes;No;No;No;No;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Yes;Yes;Somewhat better;Disagree;Strongly Agree;Disagree;Strongly Agree;Agree;Disagree;2;5000;13000;10000;33;Married;2;High school;Caucasian;$50,000 - $65,000;Female
398;Yes;Occasionally;Disagree;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;9;No;No;Yes;No;Yes;Yes;No;Yes;No;Neutral;Strongly Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;Agree;Neutral;2;12000;18000;16000;31;Married;3;Graduate degree;Asian;Over $110,000;Male
399;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Agree;Disagree;Strongly Disagree;Agree;6;No;No;Yes;Yes;No;No;No;No;No;Disagree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Strongly Disagree;Neutral;Agree;Strongly Disagree;8;8000;13000;10000;43;Married;2;Some college;Caucasian;$50,000 - $65,000;Male
400;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Disagree;7;Yes;No;No;Yes;No;Yes;No;No;No;Disagree;Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Agree;Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;1;16000;20000;18000;33;Married;1;Undergraduate degree;Black;$95,000 - $110,000;Male
401;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;7;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Neutral;Strongly Agree;Neutral;Agree;Agree;1;11000;15000;14000;22;Divorced;4;Some college;Caucasian;$65,000 - $80,000;Male
402;Yes;Often;Agree;Agree;Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;6;No;Yes;No;Yes;Yes;No;No;No;No;Strongly Disagree;Disagree;Neutral;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Agree;Disagree;7;3000;10000;9000;24;Single; ;High school;Asian;$65,000 - $80,000;Male
403;Yes;Often;Agree;Agree;Agree;Agree;Neutral;Disagree;Strongly Disagree;Strongly Agree;9;No;No;Yes;No;No;No;No;No;No;Neutral;Agree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;1;5000;10000;8000;27;Married;2;Less than high school;Caucasian;$50,000 - $65,000;Male
404;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Disagree;Disagree;Strongly Agree;1;No;No;No;No;No;No;No;No;No;Strongly Disagree;Strongly Agree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;2;7000;13000;10000;26;Separated;1;Some college;Caucasian;Under $35,000;Female
405;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;Yes;Yes;No;No;No;No;Agree;Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Yes;Yes;Just a bit better;Agree;Strongly Agree;Neutral;Neutral;Agree;Agree;3;2000;10000;6000;43;Single; ;Some college;Asian;$80,000 - $95,000;Male
406;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Agree;Strongly Agree;Strongly Agree;3;No;No;Yes;No;Yes;Yes;No;No;No;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Disagree;Agree;Neutral;Strongly Disagree;Disagree;Strongly Disagree;4;8000;13000;11000;32;Divorced;5;Some college;Caucasian;$35,000 - $50,000;Female
407;Yes;Often;Agree;Agree;Agree;Strongly Agree;Disagree;Strongly Disagree;Strongly Disagree;Agree;9;No;No;No;No;Yes;Yes;Yes;No;No;Strongly Agree;Neutral;Agree;Neutral;Agree;Strongly Agree;No; ; ;Strongly Agree;Neutral;Agree;Neutral;Strongly Agree;Strongly Disagree;1;9000;14000;12000;22;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
408;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Disagree;Disagree;Strongly Agree;Strongly Agree;7;No;No;No;No;No;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Disagree;Neutral;Strongly Agree;Strongly Disagree;6;2000;10000;8000;47;Single; ;High school;Black;$35,000 - $50,000;Male
409;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Neutral;Disagree;Strongly Disagree;Neutral;4;No;No;No;No;Yes;Yes;No;No;No;Agree;Strongly Agree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Disagree;Agree;Agree;Strongly Agree;Agree;Strongly Disagree;4;6000;11000;9000;37;Divorced;1;Some college;Hispanic;$80,000 - $95,000;Male
410;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Agree;12;Yes;No;No;No;Yes;No;No;No;No;Strongly Agree;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;Much better;Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;4;13000;17000;14000;26;Single; ;High school;Caucasian;$50,000 - $65,000;Male
411;Yes;Occasionally;Disagree;Neutral;Neutral;Disagree;Strongly Agree;Strongly Disagree;Disagree;Disagree;8;No;No;Yes;No;No;Yes;No;No;No;Agree;Agree;Neutral;Agree;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Neutral;Strongly Agree;Strongly Agree;Disagree;1;15000;19000;17000;27;Single; ;High school;Caucasian;$65,000 - $80,000;Male
412;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Neutral;Neutral;Strongly Disagree;Agree;4;No;No;Yes;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Agree;Agree;Agree;Strongly Agree;Neutral;Strongly Disagree;1;11000;16000;14000;45;Single; ;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
413;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;6;No;No;No;No;No;No;No;No;No;Agree;Agree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Neutral;Agree;Agree;Strongly Disagree;Strongly Agree;Disagree;4;10000;15000;13000;47;Single; ;Some college;Caucasian;$95,000 - $110,000;Male
414;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Agree;Strongly Disagree;Disagree;Agree;4;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Yes;Yes;Much better;Strongly Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;Strongly Disagree;1;11000;16000;13000;24;Married;3;Some college;Asian;$35,000 - $50,000;Male
415;Yes;Often;Neutral;Agree;Agree;Agree;Neutral;Disagree;Strongly Disagree;Neutral;10;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Disagree;Disagree;Disagree;Strongly Agree;Agree;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;3;9000;13000;10000;38;Single; ;Undergraduate degree;Asian;$80,000 - $95,000;Male
416;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;2;No;No;No;Yes;Yes;No;No;No;No;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;2; ;10000;8000;42;Single; ;High school;Black;$35,000 - $50,000;Female
417;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Disagree;4;No;No;No;No;No;No;No;No;No;Strongly Agree;Disagree;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Neutral;Agree;Strongly Disagree;1;10000;15000;14000;24;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
418;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;3;No;No;No;Yes;Yes;No;No;No;No;Neutral;Agree;Neutral;Agree;Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Neutral;Disagree;Strongly Agree;Strongly Disagree;4;10000;14000;12000;28;Single; ;High school;Caucasian;$65,000 - $80,000;Male
419;Yes;Almost never;Neutral;Neutral;Disagree;Neutral;Agree;Disagree;Strongly Disagree;Agree;7;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Disagree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Disagree;Strongly Disagree;Neutral;Disagree;5;12000;18000;17000;34;Single; ;Undergraduate degree;Black;$80,000 - $95,000;Male
420;Yes;Very often;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;Strongly Agree;12;No;No;No;Yes;Yes;No;No;No;No;Strongly Disagree;Strongly Agree;Neutral;Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Neutral;Agree;Agree;Neutral;9;19000;24000;22000;40;Married;2;Other;Black;Over $110,000;Male
421;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Disagree;Strongly Disagree;Strongly Disagree;6;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Agree;Strongly Agree;No; ; ;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;3;4000;10000;8000;51;Single; ;Undergraduate degree;Caucasian;$35,000 - $50,000;Male
422;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Agree;7;No;No;No;Yes;Yes;No;No;No;No;Agree;Neutral;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;No; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;Strongly Disagree;1;5000;11000;8000;55;Single; ;Less than high school;Caucasian;$65,000 - $80,000;Male
423;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;Agree;2;No;No;No;No;Yes;No;No;No;No;Disagree;Disagree;Disagree;Disagree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;5;13000;20000;18000;57;Single; ;Some college;Caucasian;$95,000 - $110,000;Male
424;Yes;Almost never;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;5;No;No;Yes;No;No;No;No;No;No;Strongly Agree;Neutral;Disagree;Disagree;Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Neutral;Agree;Agree;Strongly Disagree;2; ;10000;7000;25;Married;1;Other;Caucasian;Under $35,000;Female
425;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Disagree;Agree;Strongly Disagree;1;No;No;No;No;Yes;No;Yes;No;No;Strongly Disagree;Agree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Neutral;Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;2;6000;12000;10000;52;Divorced;2;Less than high school;Black;$65,000 - $80,000;Female
426;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;Disagree;Disagree;Strongly Disagree;1;No;Yes;No;No;Yes;Yes;No;No;No;Disagree;Disagree;Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Disagree;6;6000;10000;9000;26;Married;0;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
427;Yes;Often;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Agree;7;No;No;No;No;Yes;No;No;No;No;Neutral;Disagree;Strongly Disagree;Disagree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;5;23000;28000;26000;36;Married;2;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
428;Yes;Very often;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Disagree;Disagree;Strongly Disagree;10;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Agree;Agree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Disagree;Neutral;Strongly Disagree;9;8000;11000;10000;39;Single; ;Undergraduate degree;Asian;$80,000 - $95,000;Male
429;Yes;Very often;Agree;Agree;Strongly Agree;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;10;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Disagree;Neutral;Agree;Neutral;Agree;No; ; ;Strongly Disagree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;7; ;19000;18000;34;Married;1;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
430;Yes;Often;Agree;Strongly Agree;Agree;Agree;Neutral;Strongly Disagree;Neutral;Neutral;9;No;No;No;No;No;No;No;No;No;Strongly Agree;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Yes;No; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;4;14000;18000;15000;40;Married;0;Graduate degree;Caucasian;Over $110,000;Male
431;Yes;Almost never;Strongly Disagree;Neutral;Disagree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;Yes;Yes;No;No;No;No;Neutral;Agree;Neutral;Disagree;Agree;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neutral;6;4000;10000;8000;36;Separated;1;Undergraduate degree;Black;Under $35,000;Male
432;Yes;Almost never;Neutral;Neutral;Disagree;Disagree;Disagree;Disagree;Strongly Disagree;Strongly Agree;7;No;No;No;No;Yes;No;No;No;No;Neutral;Disagree;Strongly Agree;Disagree;Strongly Agree;Agree;Yes;Yes;Somewhat better;Agree;Strongly Agree;Strongly Disagree;Neutral;Disagree;Disagree;3; ;10000;7000;26;Single; ;Less than high school;Caucasian;Under $35,000;Female
433;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;5;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Disagree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;5;11000;16000;14000;32;Married;2;Graduate degree;Caucasian;$95,000 - $110,000;Male
434;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;9;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Agree;Neutral;1;10000;15000;11000;32;Married;3;Less than high school;Black;$35,000 - $50,000;Male
435;Yes;Almost never;Disagree;Disagree;Disagree;Strongly Disagree;Neutral;Neutral;Strongly Agree;Strongly Agree;7;No;Yes;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Strongly Disagree;Agree;Agree;Neutral;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Neutral;Neutral;Agree;1;14000;18000;16000;23;Married;3;Graduate degree;Caucasian;Over $110,000;Male
436;Yes;Very often;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Agree;Neutral;Strongly Agree;13;No;No;Yes;Yes;Yes;No;No;No;Yes;Agree;Neutral;Disagree;Strongly Disagree;Neutral;Neutral;No; ; ;Neutral;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;1;8000;13000;10000;27;Separated;1;Some college;Caucasian;$65,000 - $80,000;Male
437;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Agree;Neutral;Strongly Agree;3;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Neutral;Agree;Strongly Disagree;Agree;Agree;No; ; ;Neutral;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;1;7000;13000;11000;40;Divorced;3;Some college;Hispanic;$80,000 - $95,000;Male
438;Yes;Very often;Neutral;Disagree;Strongly Agree;Agree;Strongly Agree;Disagree;Strongly Disagree;Strongly Disagree;11;No;No;Yes;No;Yes;Yes;Yes;No;No;Strongly Agree;Agree;Agree;Disagree;Strongly Agree;Neutral;Yes;Yes;Much better;Strongly Disagree;Agree;Strongly Disagree;Disagree;Agree;Disagree;7;8000;13000;9000;34;Separated;1;Some college;Caucasian;$65,000 - $80,000;Male
439;Yes;Almost never;Disagree;Neutral;Disagree;Strongly Disagree;Agree;Neutral;Disagree;Neutral;2;No;No;No;Yes;Yes;No;No;No;No;Agree;Neutral;Agree;Agree;Agree;Agree;No; ; ;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;9;11000;17000;15000;53;Separated;4;High school;Caucasian;$65,000 - $80,000;Male
440;Yes;Often;Agree;Agree;Agree;Agree;Neutral;Neutral;Disagree;Agree;12;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Agree;Neutral;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;2;14000;19000;18000;25;Single; ;Graduate degree;Caucasian;Over $110,000;Female
441;Yes;Often;Neutral;Strongly Agree;Agree;Neutral;Disagree;Disagree;Disagree;Disagree;8;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Agree;Disagree;Neutral;Agree;Agree;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;6;9000;14000;11000;52;Married;3;Some college;Other;$80,000 - $95,000;Male
442;Yes;Very often;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;16;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Disagree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;7;20000;25000;23000;33;Married;2;Other;Caucasian;Over $110,000;Male
443;Yes;Often;Strongly Agree;Agree;Agree;Neutral;Disagree;Neutral;Disagree;Neutral;10;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Neutral;Agree;Neutral;Strongly Agree;No; ; ;Neutral;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;1;14000;21000;19000;28;Divorced;0;High school;Hispanic;$65,000 - $80,000;Male
444;Yes;Very often;Neutral;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;9;No;No;No;Yes;No;Yes;No;No;No;Strongly Disagree;Neutral;Neutral;Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Disagree;Agree;Strongly Disagree;Disagree;Neutral;Strongly Disagree;1;15000;21000;18000;36;Married;3;Graduate degree;Caucasian;$95,000 - $110,000;Male
445;Yes;Often;Strongly Agree;Strongly Agree;Agree;Agree;Disagree;Agree;Strongly Agree;Strongly Agree;8;Yes;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Strongly Disagree;Agree;Strongly Agree;Yes;Yes;Much better;Disagree;Strongly Agree;Disagree;Strongly Disagree;Neutral;Neutral;1;3000;10000;6000;34;Married;0;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
446;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Disagree;3;No;No;No;No;Yes;Yes;No;No;No;Neutral;Neutral;Strongly Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Neutral;Agree;Strongly Agree;Strongly Disagree;1;12000;17000;15000;51;Single; ;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
